make,model,engine_size,cylinders,mpg
Subaru,OUTBACK WILDERNESS AWD,2.4,4,23
Subaru,WRX,2.4,4,22
Toyota,4RUNNER 2WD,2.4,4,22
Toyota,4RUNNER 4WD,2.4,4,21
Toyota,CAMRY HEV AWD LE,2.5,4,50
Toyota,CAMRY HEV AWD SE/XLE,2.5,4,46
Toyota,CAMRY HEV AWD XSE,2.5,4,44
Toyota,CAMRY HEV FF LE,2.5,4,51
Toyota,CAMRY HEV FF SE/XLE/XSE,2.5,4,47
Toyota,COROLLA,2.0,4,35
Toyota,COROLLA CROSS,2.0,4,32
Toyota,COROLLA CROSS AWD,2.0,4,30
Toyota,COROLLA CROSS HYBRID AWD,2.0,4,42
Toyota,COROLLA FX,2.0,4,34
Toyota,COROLLA HYBRID,1.8,4,50
Toyota,COROLLA HYBRID AWD,1.8,4,48
Toyota,GR COROLLA,1.6,3,22
Toyota,GR86,2.4,4,22
Toyota,GRAND HIGHLANDER AWD LE/XLE,2.4,4,23
Toyota,GRAND HIGHLANDER AWD LIMITED/PLATINUM,2.4,4,22
Toyota,GRAND HIGHLANDER HYBRID,2.5,4,36
Toyota,GRAND HIGHLANDER HYBRID AWD,2.5,4,34
Toyota,GRAND HIGHLANDER HYBRID AWD,2.4,4,27
Toyota,GRAND HIGHLANDER LE/XLE,2.4,4,24
Toyota,GRAND HIGHLANDER LIMITED,2.4,4,24
Toyota,HIGHLANDER,2.4,4,25
Toyota,HIGHLANDER AWD,2.4,4,24
Toyota,HIGHLANDER HYBRID AWD,2.5,4,35
Toyota,HIGHLANDER HYBRID AWD LTD/PLAT,2.5,4,35
Toyota,LAND CRUISER,2.4,4,23
Toyota,PRIUS,2.0,4,57
Toyota,PRIUS AWD,2.0,4,54
Toyota,PRIUS AWD XLE/LTD,2.0,4,49
Toyota,PRIUS XLE/LTD,2.0,4,52
Toyota,RAV4,2.5,4,30
Toyota,RAV4 AWD,2.5,4,29
Toyota,RAV4 AWD LE,2.5,4,30
Toyota,RAV4 HYBRID AWD,2.5,4,39
Toyota,RAV4 HYBRID AWD WOODLAND EDITION,2.5,4,37
Toyota,SEQUOIA 2WD,3.4,6,22
Toyota,SEQUOIA 4WD,3.4,6,20
Toyota,SIENNA,2.5,4,36
Toyota,SIENNA AWD,2.5,4,35
Bmw,Supra 2.0,2.0,4,27
Bmw,Supra 3.0,3.0,6,26
Toyota,TACOMA 2WD,2.4,4,23
Toyota,TACOMA 4WD,2.4,4,21
Toyota,TACOMA 4WD MT,2.4,4,20
Toyota,TACOMA HYBRID 4WD,2.4,4,23
Toyota,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,2.4,4,21
Toyota,TACOMA SR5/SPORT/PRERUNNER 2WD,2.4,4,22
Toyota,TOYOTA CROWN AWD,2.5,4,41
Toyota,TOYOTA CROWN AWD,2.4,4,30
Toyota,TOYOTA CROWN SIGNIA AWD,2.5,4,38
Toyota,TUNDRA 2WD,3.4,6,20
Toyota,TUNDRA 4WD,3.4,6,19
Toyota,TUNDRA 4WD PRO,3.4,6,19
Volkswagen Group Of,Atlas,2.0,4,22
Volkswagen Group Of,Atlas 4Motion Peak Edition,2.0,4,20
Volkswagen Group Of,Atlas Cross Sport,2.0,4,23
Volkswagen Group Of,Atlas Cross Sport 4Motion,2.0,4,21
Volkswagen Group Of,Atlas SE 4Motion,2.0,4,21
Volkswagen Group Of,Atlas SEL 4Motion,2.0,4,21
Volkswagen Group Of,GLI,2.0,4,29
Volkswagen Group Of,Golf R,2.0,4,25
Volkswagen Group Of,GTI,2.0,4,27
Volkswagen Group Of,Jetta,1.5,4,33
Volkswagen Group Of,Jetta Sport/SE/SEL,1.5,4,33
Volkswagen Group Of,Taos,1.5,4,31
Volkswagen Group Of,Taos 4Motion,1.5,4,28
Volkswagen Group Of,Tiguan,2.0,4,28
Volkswagen Group Of,Tiguan 4Motion,2.0,4,25
Volkswagen Group Of,Tiguan S,2.0,4,29
Volvo,S60 B5,2.0,4,30
Volvo,S60 B5 AWD,2.0,4,28
Volvo,S90 B6 AWD,2.0,4,26
Volvo,V90CC B6 AWD,2.0,4,25
Volvo,XC40 B5 AWD,2.0,4,26
Volvo,XC60 B5 AWD,2.0,4,26
Volvo,XC90 B5 AWD,2.0,4,26
Volvo,XC90 B6 AWD,2.0,4,23
